experiment,time_s,follower,cell,artifact_id,q_seg_max,qdot_seg_max,u_dot_bound,amplitude_guard_pass,slew_guard_pass,domain_pass,artifact_valid,lmi_margin_pass,effective_delay_mode_pass,authority
migration,62.00,4,C2,C2_SHARED_CERT_001,0.449191039055,0.0343051516654,1184.67296479,1,1,1,1,1,1,N
migration,62.02,1,C2,C2_SHARED_CERT_001,0.618033582624,0.0177000210997,614.149303069,1,1,1,1,1,1,N
migration,62.02,2,C2,C2_SHARED_CERT_001,0.616616834415,0.00417152229972,259.245367695,1,1,1,1,1,1,N
migration,62.02,3,C2,C2_SHARED_CERT_001,0.550962496231,0.0259480911489,1185.22054521,1,1,1,1,1,1,N
migration,62.02,4,C2,C2_SHARED_CERT_001,0.449876386184,0.034267576278,1183.57141621,1,1,1,1,1,1,N
migration,62.04,1,C2,C2_SHARED_CERT_001,0.617679583393,0.0177738334598,616.266664989,1,1,1,1,1,1,N
migration,62.04,2,C2,C2_SHARED_CERT_001,0.616697055468,0.00401105850507,253.596512677,1,1,1,1,1,1,N
migration,62.04,3,C2,C2_SHARED_CERT_001,0.551478601623,0.0258054124961,1179.45492406,1,1,1,1,1,1,N
migration,62.04,4,C2,C2_SHARED_CERT_001,0.450560966399,0.0342292302715,1182.44480812,1,1,1,1,1,1,N
migration,62.06,1,C2,C2_SHARED_CERT_001,0.617324107925,0.0178464731676,618.349313654,1,1,1,1,1,1,N
migration,62.06,2,C2,C2_SHARED_CERT_001,0.616774078484,0.00385115627964,247.966896791,1,1,1,1,1,1,N
migration,62.06,3,C2,C2_SHARED_CERT_001,0.551991847728,0.0256624467812,1173.67687671,1,1,1,1,1,1,N
migration,62.06,4,C2,C2_SHARED_CERT_001,0.451244764334,0.0341901159553,1181.29321268,1,1,1,1,1,1,N
migration,62.08,1,C2,C2_SHARED_CERT_001,0.616967179673,0.0179179440781,620.397366001,1,1,1,1,1,1,N
migration,62.08,2,C2,C2_SHARED_CERT_001,0.616847914639,0.00369181285793,242.356424462,1,1,1,1,1,1,N
migration,62.08,3,C2,C2_SHARED_CERT_001,0.552502228968,0.0255192020686,1167.88673405,1,1,1,1,1,1,N
migration,62.08,4,C2,C2_SHARED_CERT_001,0.451927764669,0.0341502356361,1180.11670198,1,1,1,1,1,1,N
migration,62.10,1,C2,C2_SHARED_CERT_001,0.616608822014,0.01798825072,622.410958764,1,1,1,1,1,1,N
migration,62.10,2,C2,C2_SHARED_CERT_001,0.616918575057,0.00353302570211,236.765008139,1,1,1,1,1,1,N
migration,62.10,3,C2,C2_SHARED_CERT_001,0.553009739921,0.0253756863216,1162.08482283,1,1,1,1,1,1,N
migration,62.10,4,C2,C2_SHARED_CERT_001,0.452609952133,0.0341095917002,1178.91535067,1,1,1,1,1,1,N
migration,62.12,1,C2,C2_SHARED_CERT_001,0.616249058233,0.0180573981464,624.39024409,1,1,1,1,1,1,N
migration,62.12,2,C2,C2_SHARED_CERT_001,0.616986070815,0.00337479237574,231.192563842,1,1,1,1,1,1,N
migration,62.12,3,C2,C2_SHARED_CERT_001,0.553514375327,0.0252319075555,1156.27147197,1,1,1,1,1,1,N
migration,62.12,4,C2,C2_SHARED_CERT_001,0.453291311501,0.0340681865473,1177.68923385,1,1,1,1,1,1,N
migration,62.14,1,C2,C2_SHARED_CERT_001,0.615887911513,0.0181253920779,626.335393741,1,1,1,1,1,1,N
migration,62.14,2,C2,C2_SHARED_CERT_001,0.617050412947,0.00321711072229,225.639017464,1,1,1,1,1,1,N
migration,62.14,3,C2,C2_SHARED_CERT_001,0.554016130084,0.025087873684,1150.44700625,1,1,1,1,1,1,N
migration,62.14,4,C2,C2_SHARED_CERT_001,0.453971827597,0.0340260226311,1176.43842839,1,1,1,1,1,1,N
migration,62.16,1,C2,C2_SHARED_CERT_001,0.615525404925,0.0181922387713,628.24659523,1,1,1,1,1,1,N
migration,62.16,2,C2,C2_SHARED_CERT_001,0.617111612445,0.00305997871668,220.104299527,1,1,1,1,1,1,N
migration,62.16,3,C2,C2_SHARED_CERT_001,0.554514999249,0.0249435926711,1144.61175256,1,1,1,1,1,1,N
migration,62.16,4,C2,C2_SHARED_CERT_001,0.454651485297,0.0339831024148,1175.16301145,1,1,1,1,1,1,N
migration,62.18,1,C2,C2_SHARED_CERT_001,0.615161561414,0.0182579449522,630.124049845,1,1,1,1,1,1,N
migration,62.18,2,C2,C2_SHARED_CERT_001,0.617169680265,0.00290339457072,214.588348911,1,1,1,1,1,1,N
migration,62.18,3,C2,C2_SHARED_CERT_001,0.555010978037,0.0247990723732,1138.76603338,1,1,1,1,1,1,N
migration,62.18,4,C2,C2_SHARED_CERT_001,0.455330269524,0.0339394284215,1173.86306215,1,1,1,1,1,1,N
migration,62.20,1,C2,C2_SHARED_CERT_001,0.614796403788,0.0183225179167,631.967975631,1,1,1,1,1,1,N
migration,62.20,2,C2,C2_SHARED_CERT_001,0.617224627333,0.00274735668394,209.091111111,1,1,1,1,1,1,N
migration,62.20,3,C2,C2_SHARED_CERT_001,0.555504061818,0.0246543206683,1132.91017211,1,1,1,1,1,1,N
migration,62.20,4,C2,C2_SHARED_CERT_001,0.456008165255,0.0338950031894,1172.53866012,1,1,1,1,1,1,N
migration,62.22,1,C2,C2_SHARED_CERT_001,0.614429954714,0.0183859653819,633.778602993,1,1,1,1,1,1,N
migration,62.22,2,C2,C2_SHARED_CERT_001,0.617276464548,0.00259186371029,203.612540601,1,1,1,1,1,1,N
migration,62.22,3,C2,C2_SHARED_CERT_001,0.55599424612,0.024509345336,1127.04448814,1,1,1,1,1,1,N
migration,62.22,4,C2,C2_SHARED_CERT_001,0.456685157516,0.0338498293244,1171.18988716,1,1,1,1,1,1,N
migration,62.24,1,C2,C2_SHARED_CERT_001,0.6140622367,0.018448295553,635.556176665,1,1,1,1,1,1,N
migration,62.24,2,C2,C2_SHARED_CERT_001,0.617325202783,0.00243691449398,198.152598563,1,1,1,1,1,1,N
migration,62.24,3,C2,C2_SHARED_CERT_001,0.556481526627,0.0243641541627,1121.16930118,1,1,1,1,1,1,N
migration,62.24,4,C2,C2_SHARED_CERT_001,0.457361231388,0.0338039094321,1169.81682509,1,1,1,1,1,1,N
migration,62.26,1,C2,C2_SHARED_CERT_001,0.613693272092,0.0185095170071,637.300952298,1,1,1,1,1,1,N
migration,62.26,2,C2,C2_SHARED_CERT_001,0.617370852896,0.00228250814704,192.711255629,1,1,1,1,1,1,N
migration,62.26,3,C2,C2_SHARED_CERT_001,0.556965899175,0.024218754828,1115.28492657,1,1,1,1,1,1,N
migration,62.26,4,C2,C2_SHARED_CERT_001,0.458036372003,0.0337572461856,1168.41955792,1,1,1,1,1,1,N
migration,62.28,1,C2,C2_SHARED_CERT_001,0.613323083065,0.0185696387222,639.013197312,1,1,1,1,1,1,N
migration,62.28,2,C2,C2_SHARED_CERT_001,0.61741342573,0.00212864395228,187.288488457,1,1,1,1,1,1,N
migration,62.28,3,C2,C2_SHARED_CERT_001,0.557447359754,0.0240731550313,1109.39168047,1,1,1,1,1,1,N
migration,62.28,4,C2,C2_SHARED_CERT_001,0.458710564549,0.03370984227,1166.99817005,1,1,1,1,1,1,N
migration,62.30,1,C2,C2_SHARED_CERT_001,0.612951691612,0.0186286700443,640.693189912,1,1,1,1,1,1,N
migration,62.30,2,C2,C2_SHARED_CERT_001,0.617452932119,0.00197532147033,181.884283508,1,1,1,1,1,1,N
migration,62.30,3,C2,C2_SHARED_CERT_001,0.557925904508,0.0239273623487,1103.48987405,1,1,1,1,1,1,N
migration,62.30,4,C2,C2_SHARED_CERT_001,0.459383794267,0.033661700433,1165.55274792,1,1,1,1,1,1,N
migration,62.32,1,C2,C2_SHARED_CERT_001,0.612579119543,0.0186866206552,642.341218162,1,1,1,1,1,1,N
migration,62.32,2,C2,C2_SHARED_CERT_001,0.617489382894,0.00182254051692,176.498636244,1,1,1,1,1,1,N
migration,62.32,3,C2,C2_SHARED_CERT_001,0.558401529729,0.0237813843264,1097.57981723,1,1,1,1,1,1,N
migration,62.32,4,C2,C2_SHARED_CERT_001,0.460056046453,0.0336128234224,1164.08337798,1,1,1,1,1,1,N
migration,62.34,1,C2,C2_SHARED_CERT_001,0.612205388471,0.018743500526,643.957578603,1,1,1,1,1,1,N
migration,62.34,2,C2,C2_SHARED_CERT_001,0.617522788883,0.00167030108802,171.131548492,1,1,1,1,1,1,N
migration,62.34,3,C2,C2_SHARED_CERT_001,0.558874231859,0.0236352284438,1091.66181724,1,1,1,1,1,1,N
migration,62.34,4,C2,C2_SHARED_CERT_001,0.460727306462,0.0335632140733,1162.59014951,1,1,1,1,1,1,N
migration,62.36,1,C2,C2_SHARED_CERT_001,0.61183051981,0.0187993199284,645.542576584,1,1,1,1,1,1,N
migration,62.36,2,C2,C2_SHARED_CERT_001,0.617553160924,0.00151860346255,165.783032064,1,1,1,1,1,1,N
migration,62.36,3,C2,C2_SHARED_CERT_001,0.55934400749,0.0234889021162,1085.73617869,1,1,1,1,1,1,N
migration,62.36,4,C2,C2_SHARED_CERT_001,0.461397559702,0.0335128751927,1161.07315091,1,1,1,1,1,1,N
migration,62.38,1,C2,C2_SHARED_CERT_001,0.611454534771,0.0188540893824,647.09652473,1,1,1,1,1,1,N
migration,62.38,2,C2,C2_SHARED_CERT_001,0.617580509862,0.0013674481166,160.453105734,1,1,1,1,1,1,N
migration,62.38,3,C2,C2_SHARED_CERT_001,0.55981085336,0.0233424126947,1079.80320358,1,1,1,1,1,1,N
migration,62.38,4,C2,C2_SHARED_CERT_001,0.462066791642,0.0334618096872,1159.53247378,1,1,1,1,1,1,N
migration,62.40,1,C2,C2_SHARED_CERT_001,0.611077454351,0.0189078196227,648.619741941,1,1,1,1,1,1,N
migration,62.40,2,C2,C2_SHARED_CERT_001,0.617604846557,0.00121683580609,155.141798154,1,1,1,1,1,1,N
migration,62.40,3,C2,C2_SHARED_CERT_001,0.560274766352,0.023195767424,1073.86318957,1,1,1,1,1,1,N
migration,62.40,4,C2,C2_SHARED_CERT_001,0.462734987807,0.0334100204654,1157.96820983,1,1,1,1,1,1,N
migration,62.42,1,C2,C2_SHARED_CERT_001,0.610699299335,0.0189605216151,650.11255389,1,1,1,1,1,1,N
migration,62.42,2,C2,C2_SHARED_CERT_001,0.617626181889,0.00106676747578,149.849144644,1,1,1,1,1,1,N
migration,62.42,3,C2,C2_SHARED_CERT_001,0.560735743493,0.023048973523,1067.91643326,1,1,1,1,1,1,N
migration,62.42,4,C2,C2_SHARED_CERT_001,0.463402133782,0.0333575104717,1156.3804519,1,1,1,1,1,1,N
migration,62.44,1,C2,C2_SHARED_CERT_001,0.610320090287,0.0190122065131,651.575291736,1,1,1,1,1,1,N
migration,62.44,2,C2,C2_SHARED_CERT_001,0.617644526761,0.000917244333461,144.575189814,1,1,1,1,1,1,N
migration,62.44,3,C2,C2_SHARED_CERT_001,0.561193781952,0.0229020381133,1061.96322731,1,1,1,1,1,1,N
migration,62.44,4,C2,C2_SHARED_CERT_001,0.464068215212,0.033304282702,1154.76929454,1,1,1,1,1,1,N
migration,62.46,1,C2,C2_SHARED_CERT_001,0.60993984755,0.0190628856039,653.008290531,1,1,1,1,1,1,N
migration,62.46,2,C2,C2_SHARED_CERT_001,0.617659892104,0.000768267790048,139.319985446,1,1,1,1,1,1,N
migration,62.46,3,C2,C2_SHARED_CERT_001,0.561648879041,0.0227549682299,1056.00386082,1,1,1,1,1,1,N
migration,62.46,4,C2,C2_SHARED_CERT_001,0.464733217802,0.0332503401801,1153.13483319,1,1,1,1,1,1,N
migration,62.48,1,C2,C2_SHARED_CERT_001,0.60955859124,0.0191125703234,654.411889674,1,1,1,1,1,1,N
migration,62.48,2,C2,C2_SHARED_CERT_001,0.617672288885,0.000619839499347,134.083591902,1,1,1,1,1,1,N
migration,62.48,3,C2,C2_SHARED_CERT_001,0.562101032208,0.0226077708139,1050.03861906,1,1,1,1,1,1,N
migration,62.48,4,C2,C2_SHARED_CERT_001,0.465397127318,0.0331956859751,1151.47716477,1,1,1,1,1,1,N
migration,62.50,1,C2,C2_SHARED_CERT_001,0.609176341244,0.0191612722696,655.78643329,1,1,1,1,1,1,N
migration,62.50,2,C2,C2_SHARED_CERT_001,0.617681728105,0.000471961330895,128.866077165,1,1,1,1,1,1,N
migration,62.50,3,C2,C2_SHARED_CERT_001,0.56255023904,0.0224604527557,1044.06778524,1,1,1,1,1,1,N
migration,62.50,4,C2,C2_SHARED_CERT_001,0.466059929589,0.0331403231841,1149.79638714,1,1,1,1,1,1,N
migration,62.52,1,C2,C2_SHARED_CERT_001,0.608793117217,0.0192090030619,657.132266106,1,1,1,1,1,1,N
migration,62.52,2,C2,C2_SHARED_CERT_001,0.617688220807,0.000324635333456,123.667515549,1,1,1,1,1,1,N
migration,62.52,3,C2,C2_SHARED_CERT_001,0.562996497261,0.0223130208358,1038.09163807,1,1,1,1,1,1,N
migration,62.52,4,C2,C2_SHARED_CERT_001,0.466721610505,0.0330842549441,1148.09259942,1,1,1,1,1,1,N
migration,62.54,1,C2,C2_SHARED_CERT_001,0.608408938581,0.0192557744492,658.449736613,1,1,1,1,1,1,N
migration,62.54,2,C2,C2_SHARED_CERT_001,0.61769177808,0.000177863806747,118.487990235,1,1,1,1,1,1,N
migration,62.54,3,C2,C2_SHARED_CERT_001,0.563439804726,0.0221654817717,1032.11045371,1,1,1,1,1,1,N
migration,62.54,4,C2,C2_SHARED_CERT_001,0.467382156023,0.033027484417,1146.36590158,1,1,1,1,1,1,N
migration,62.56,1,C2,C2_SHARED_CERT_001,0.608023824526,0.019301598225,659.739194586,1,1,1,1,1,1,N
migration,62.56,2,C2,C2_SHARED_CERT_001,0.617692411064,3.16492137303e-05,113.327590176,1,1,1,1,1,1,N
migration,62.56,3,C2,C2_SHARED_CERT_001,0.563880159426,0.0220178421692,1026.12450373,1,1,1,1,1,1,N
migration,62.56,4,C2,C2_SHARED_CERT_001,0.468041552159,0.0329700148233,1144.61639548,1,1,1,1,1,1,N
migration,62.58,1,C2,C2_SHARED_CERT_001,0.607637794004,0.0193464862457,661.000991613,1,1,1,1,1,1,N
migration,62.58,2,C2,C2_SHARED_CERT_001,0.617692411064,0.000114005742281,116.234291184,1,1,1,1,1,1,N
migration,62.58,3,C2,C2_SHARED_CERT_001,0.564317559479,0.0218701085332,1020.13405558,1,1,1,1,1,1,N
migration,62.58,4,C2,C2_SHARED_CERT_001,0.468699784999,0.0329118494142,1142.844184,1,1,1,1,1,1,N
migration,62.60,1,C2,C2_SHARED_CERT_001,0.607250865728,0.0193904503543,662.235478849,1,1,1,1,1,1,N
migration,62.60,2,C2,C2_SHARED_CERT_001,0.617690130949,0.000259098222386,121.354788039,1,1,1,1,1,1,N
migration,62.60,3,C2,C2_SHARED_CERT_001,0.564752003134,0.0217222873239,1014.1393749,1,1,1,1,1,1,N
migration,62.60,4,C2,C2_SHARED_CERT_001,0.469356840691,0.0328529914477,1141.04937022,1,1,1,1,1,1,N
migration,62.62,1,C2,C2_SHARED_CERT_001,0.606863058178,0.0194335024081,663.443007834,1,1,1,1,1,1,N
migration,62.62,2,C2,C2_SHARED_CERT_001,0.617684948987,0.000403625195803,126.454798682,1,1,1,1,1,1,N
migration,62.62,3,C2,C2_SHARED_CERT_001,0.565183488766,0.0215743848624,1008.14072162,1,1,1,1,1,1,N
migration,62.62,4,C2,C2_SHARED_CERT_001,0.470012705451,0.0327934442783,1139.23206039,1,1,1,1,1,1,N
migration,62.64,1,C2,C2_SHARED_CERT_001,0.606474389594,0.0194756542946,664.623930966,1,1,1,1,1,1,N
migration,62.64,2,C2,C2_SHARED_CERT_001,0.617676876487,0.000547583424534,131.534210885,1,1,1,1,1,1,N
migration,62.64,3,C2,C2_SHARED_CERT_001,0.565612014874,0.0214264073978,1002.13835275,1,1,1,1,1,1,N
migration,62.64,4,C2,C2_SHARED_CERT_001,0.470667365562,0.032733211229,1137.39235972,1,1,1,1,1,1,N
migration,62.66,1,C2,C2_SHARED_CERT_001,0.606084877979,0.0195169178339,665.778598614,1,1,1,1,1,1,N
migration,62.66,2,C2,C2_SHARED_CERT_001,0.617665924823,0.000690969553376,136.592908296,1,1,1,1,1,1,N
migration,62.66,3,C2,C2_SHARED_CERT_001,0.566037580082,0.0212783610916,996.132521694,1,1,1,1,1,1,N
migration,62.66,4,C2,C2_SHARED_CERT_001,0.471320807375,0.0326722957184,1135.53037655,1,1,1,1,1,1,N
migration,62.68,1,C2,C2_SHARED_CERT_001,0.605694541101,0.0195573048269,666.907360559,1,1,1,1,1,1,N
migration,62.68,2,C2,C2_SHARED_CERT_001,0.617652105438,0.000833780056155,141.630768541,1,1,1,1,1,1,N
migration,62.68,3,C2,C2_SHARED_CERT_001,0.566460183133,0.021130252004,990.123477731,1,1,1,1,1,1,N
migration,62.68,4,C2,C2_SHARED_CERT_001,0.471973017308,0.0326107011458,1133.64621859,1,1,1,1,1,1,N
migration,62.70,1,C2,C2_SHARED_CERT_001,0.60530339649,0.0195968270231,668.010565028,1,1,1,1,1,1,N
migration,62.70,2,C2,C2_SHARED_CERT_001,0.617635429843,0.000976011268438,146.647664377,1,1,1,1,1,1,N
migration,62.70,3,C2,C2_SHARED_CERT_001,0.566879822891,0.0209820860926,984.111465932,1,1,1,1,1,1,N
migration,62.70,4,C2,C2_SHARED_CERT_001,0.472623981851,0.0325484309955,1131.73999631,1,1,1,1,1,1,N
migration,62.72,1,C2,C2_SHARED_CERT_001,0.604911461442,0.019635496113,669.088558473,1,1,1,1,1,1,N
migration,62.72,2,C2,C2_SHARED_CERT_001,0.617615909624,0.00111765935734,151.64346263,1,1,1,1,1,1,N
migration,62.72,3,C2,C2_SHARED_CERT_001,0.567296498337,0.020833869222,978.096727561,1,1,1,1,1,1,N
migration,62.72,4,C2,C2_SHARED_CERT_001,0.473273687561,0.0324854887593,1129.81182046,1,1,1,1,1,1,N
migration,62.74,1,C2,C2_SHARED_CERT_001,0.604518753019,0.0196733237233,670.141685441,1,1,1,1,1,1,N
migration,62.74,2,C2,C2_SHARED_CERT_001,0.617593556444,0.00125872042176,156.618027734,1,1,1,1,1,1,N
migration,62.74,3,C2,C2_SHARED_CERT_001,0.567710208568,0.0206856071996,972.079501556,1,1,1,1,1,1,N
migration,62.74,4,C2,C2_SHARED_CERT_001,0.473922121069,0.032421877964,1127.86180291,1,1,1,1,1,1,N
migration,62.76,1,C2,C2_SHARED_CERT_001,0.60412528805,0.019710321355,671.170286748,1,1,1,1,1,1,N
migration,62.76,2,C2,C2_SHARED_CERT_001,0.617568382043,0.00139919039131,161.571218161,1,1,1,1,1,1,N
migration,62.76,3,C2,C2_SHARED_CERT_001,0.568120952794,0.0205373056748,966.060020374,1,1,1,1,1,1,N
migration,62.76,4,C2,C2_SHARED_CERT_001,0.474569269073,0.0323576021832,1125.89005705,1,1,1,1,1,1,N
migration,62.78,1,C2,C2_SHARED_CERT_001,0.603731083135,0.0197465004573,672.174701641,1,1,1,1,1,1,N
migration,62.78,2,C2,C2_SHARED_CERT_001,0.617540398243,0.00153906511964,166.502889716,1,1,1,1,1,1,N
migration,62.78,3,C2,C2_SHARED_CERT_001,0.568528730336,0.0203889702665,960.038515239,1,1,1,1,1,1,N
migration,62.78,4,C2,C2_SHARED_CERT_001,0.475215118347,0.0322926650158,1123.89669712,1,1,1,1,1,1,N
migration,62.80,1,C2,C2_SHARED_CERT_001,0.603336154645,0.019781872356,673.155265715,1,1,1,1,1,1,N
migration,62.80,2,C2,C2_SHARED_CERT_001,0.617509616948,0.00167834037167,171.412895089,1,1,1,1,1,1,N
migration,62.80,3,C2,C2_SHARED_CERT_001,0.568933540626,0.0202406064623,954.015211987,1,1,1,1,1,1,N
migration,62.80,4,C2,C2_SHARED_CERT_001,0.475859655736,0.0322270701104,1121.88183898,1,1,1,1,1,1,N
migration,62.82,1,C2,C2_SHARED_CERT_001,0.602940518723,0.0198164482757,674.112311548,1,1,1,1,1,1,N
migration,62.82,2,C2,C2_SHARED_CERT_001,0.617476050147,0.00181701177308,176.30108207,1,1,1,1,1,1,N
migration,62.82,3,C2,C2_SHARED_CERT_001,0.569335383205,0.0200922196553,947.990332593,1,1,1,1,1,1,N
migration,62.82,4,C2,C2_SHARED_CERT_001,0.476502868159,0.0321608211382,1119.84559921,1,1,1,1,1,1,N
migration,62.84,1,C2,C2_SHARED_CERT_001,0.602544191288,0.019850239312,675.046167893,1,1,1,1,1,1,N
migration,62.84,2,C2,C2_SHARED_CERT_001,0.617439709918,0.00195507493585,181.167297981,1,1,1,1,1,1,N
migration,62.84,3,C2,C2_SHARED_CERT_001,0.569734257719,0.0199438151766,941.964096494,1,1,1,1,1,1,N
migration,62.84,4,C2,C2_SHARED_CERT_001,0.477144742609,0.0320939217967,1117.78809529,1,1,1,1,1,1,N
migration,62.86,1,C2,C2_SHARED_CERT_001,0.602147188039,0.0198832564279,675.957159564,1,1,1,1,1,1,N
migration,62.86,2,C2,C2_SHARED_CERT_001,0.617400608425,0.00209252539181,186.011387332,1,1,1,1,1,1,N
migration,62.86,3,C2,C2_SHARED_CERT_001,0.570130163919,0.0197953982696,935.936719545,1,1,1,1,1,1,N
migration,62.86,4,C2,C2_SHARED_CERT_001,0.477785266152,0.0320263758165,1115.70944574,1,1,1,1,1,1,N
migration,62.88,1,C2,C2_SHARED_CERT_001,0.601749524453,0.0199155104753,676.845608078,1,1,1,1,1,1,N
migration,62.88,2,C2,C2_SHARED_CERT_001,0.617358757922,0.00222935858151,190.833191427,1,1,1,1,1,1,N
migration,62.88,3,C2,C2_SHARED_CERT_001,0.570523101658,0.019646974037,929.908411822,1,1,1,1,1,1,N
migration,62.88,4,C2,C2_SHARED_CERT_001,0.478424425933,0.031958186985,1113.60977096,1,1,1,1,1,1,N
migration,62.90,1,C2,C2_SHARED_CERT_001,0.601351215793,0.0199470121491,677.711830306,1,1,1,1,1,1,N
migration,62.90,2,C2,C2_SHARED_CERT_001,0.617314170755,0.00236556991399,195.632550475,1,1,1,1,1,1,N
migration,62.90,3,C2,C2_SHARED_CERT_001,0.570913070891,0.019498547545,923.879381929,1,1,1,1,1,1,N
migration,62.90,4,C2,C2_SHARED_CERT_001,0.479062209169,0.0318893591016,1111.48919175,1,1,1,1,1,1,N
migration,62.92,1,C2,C2_SHARED_CERT_001,0.600952277104,0.0199777719868,678.556138447,1,1,1,1,1,1,N
migration,62.92,2,C2,C2_SHARED_CERT_001,0.617266859359,0.00250115480464,200.409304926,1,1,1,1,1,1,N
migration,62.92,3,C2,C2_SHARED_CERT_001,0.571300071673,0.0193501237719,917.849834863,1,1,1,1,1,1,N
migration,62.92,4,C2,C2_SHARED_CERT_001,0.479698603158,0.0318198959912,1109.34782974,1,1,1,1,1,1,N
migration,62.94,1,C2,C2_SHARED_CERT_001,0.600552723225,0.0200078004369,679.378842057,1,1,1,1,1,1,N
migration,62.94,2,C2,C2_SHARED_CERT_001,0.617216836265,0.00263610858972,205.163292453,1,1,1,1,1,1,N
migration,62.94,3,C2,C2_SHARED_CERT_001,0.571684104155,0.0192017075886,911.819971224,1,1,1,1,1,1,N
migration,62.94,4,C2,C2_SHARED_CERT_001,0.480333595272,0.0317498015363,1107.18580843,1,1,1,1,1,1,N
migration,62.96,1,C2,C2_SHARED_CERT_001,0.600152568781,0.0200371077255,680.180244121,1,1,1,1,1,1,N
migration,62.96,2,C2,C2_SHARED_CERT_001,0.617164114093,0.00277042675299,209.894355953,1,1,1,1,1,1,N
migration,62.96,3,C2,C2_SHARED_CERT_001,0.572065168584,0.0190533037975,905.78998881,1,1,1,1,1,1,N
migration,62.96,4,C2,C2_SHARED_CERT_001,0.480967172961,0.0316790796187,1105.00325133,1,1,1,1,1,1,N
migration,62.98,1,C2,C2_SHARED_CERT_001,0.599751828198,0.0200657039795,680.960644669,1,1,1,1,1,1,N
migration,62.98,2,C2,C2_SHARED_CERT_001,0.617108705559,0.00290410453117,214.602329619,1,1,1,1,1,1,N
migration,62.98,3,C2,C2_SHARED_CERT_001,0.572443265303,0.0189049171138,899.760081847,1,1,1,1,1,1,N
migration,62.98,4,C2,C2_SHARED_CERT_001,0.481599323757,0.0316077341867,1102.80028409,1,1,1,1,1,1,N
migration,63.00,1,C2,C2_SHARED_CERT_001,0.599350515694,0.0200935991336,681.720338052,1,1,1,1,1,1,N
migration,63.00,2,C2,C2_SHARED_CERT_001,0.617050623472,0.00303713722111,219.287049784,1,1,1,1,1,1,N
migration,63.00,3,C2,C2_SHARED_CERT_001,0.572818394747,0.0187565521686,893.730441122,1,1,1,1,1,1,N
migration,63.00,4,C2,C2_SHARED_CERT_001,0.482230035267,0.0315357691906,1100.57703246,1,1,1,1,1,1,N
migration,63.02,1,C2,C2_SHARED_CERT_001,0.598948645293,0.0201208029847,682.459614537,1,1,1,1,1,1,N
migration,63.02,2,C2,C2_SHARED_CERT_001,0.616989880733,0.00316952020321,223.948355748,1,1,1,1,1,1,N
migration,63.02,3,C2,C2_SHARED_CERT_001,0.573190557441,0.0186082135565,887.701255935,1,1,1,1,1,1,N
migration,63.02,4,C2,C2_SHARED_CERT_001,0.48285929518,0.0314631886173,1098.33362337,1,1,1,1,1,1,N
migration,63.04,1,C2,C2_SHARED_CERT_001,0.598546230819,0.0201473251609,683.178759398,1,1,1,1,1,1,N
migration,63.04,2,C2,C2_SHARED_CERT_001,0.616926490336,0.00330124883515,228.586086025,1,1,1,1,1,1,N
migration,63.04,3,C2,C2_SHARED_CERT_001,0.573559754002,0.0184599057442,881.672710342,1,1,1,1,1,1,N
migration,63.04,4,C2,C2_SHARED_CERT_001,0.483487091265,0.0313899964775,1096.07018454,1,1,1,1,1,1,N
migration,63.06,1,C2,C2_SHARED_CERT_001,0.598143285907,0.0201731751426,683.878053532,1,1,1,1,1,1,N
migration,63.06,2,C2,C2_SHARED_CERT_001,0.616860465368,0.00343231851941,233.200080726,1,1,1,1,1,1,N
migration,63.06,3,C2,C2_SHARED_CERT_001,0.573925985133,0.0183116331484,875.644986349,1,1,1,1,1,1,N
migration,63.06,4,C2,C2_SHARED_CERT_001,0.484113411373,0.0313161968295,1093.78684525,1,1,1,1,1,1,N
migration,63.08,1,C2,C2_SHARED_CERT_001,0.597739824,0.0201983622314,684.55777255,1,1,1,1,1,1,N
migration,63.08,2,C2,C2_SHARED_CERT_001,0.616791819009,0.00356272472964,237.790182493,1,1,1,1,1,1,N
migration,63.08,3,C2,C2_SHARED_CERT_001,0.574289251628,0.0181634001494,869.618264497,1,1,1,1,1,1,N
migration,63.08,4,C2,C2_SHARED_CERT_001,0.484738243433,0.0312417937223,1091.48373449,1,1,1,1,1,1,N
migration,63.10,1,C2,C2_SHARED_CERT_001,0.597335858356,0.0202228955973,685.218188166,1,1,1,1,1,1,N
migration,63.10,2,C2,C2_SHARED_CERT_001,0.616720564529,0.00369246292877,242.356233603,1,1,1,1,1,1,N
migration,63.10,3,C2,C2_SHARED_CERT_001,0.574649554361,0.0180152109889,863.592719628,1,1,1,1,1,1,N
migration,63.10,4,C2,C2_SHARED_CERT_001,0.48536157546,0.0311667912847,1089.16098384,1,1,1,1,1,1,N
migration,63.12,1,C2,C2_SHARED_CERT_001,0.596931402049,0.0202467842209,685.859566497,1,1,1,1,1,1,N
migration,63.12,2,C2,C2_SHARED_CERT_001,0.616646715287,0.00382152870092,246.89808063,1,1,1,1,1,1,N
migration,63.12,3,C2,C2_SHARED_CERT_001,0.575006894295,0.017867069926,857.568527317,1,1,1,1,1,1,N
migration,63.12,4,C2,C2_SHARED_CERT_001,0.485983395549,0.0310911936201,1086.81872408,1,1,1,1,1,1,N
migration,63.14,1,C2,C2_SHARED_CERT_001,0.596526467974,0.0202700369355,686.482169294,1,1,1,1,1,1,N
